focus_group_subtype,focus_group_subtype_id,doc_no_within_subtype,question_id,question_text,parent_num,parent_answer,emotion
gaming_group,1,1,3,"How the technology has changed during the pandemic, school purposes and whether it's beneficial or problematic?",4,"Like I said, both my kids are on it all day. They're fully remote, both of them. Neither one of them has a full schedule so I hear my son... Because my desk is right next to his room, and I'm hearing him at like 10:00 in the morning, profanities on a game with his friend. And I'm like, I don't understand, it's a school day. Well, they don't have school, it's in between a break. So it's definitely made our day... Especially since I'm working right next to him, very difficult to try and do my job and be next to him. But it's their lives, they're in their rooms, if it's not school then it's playing games. My son plays a lot of games with his friends, my daughter doesn't but then she'll be on the YouTube also a lot, TickTock, whatever, and I kind of don't see them a lot during the day. Thankfully they do okay so I don't ask... I used to be a more involved and now I'm not really involved. Now it's a free for all.",serenity
gaming_group,1,1,4,Do any of you think that you'll have challenges with your children returning to school full-time?,4,"Absolutely. If you want, I can finish that. Actually I'm having problems now because my sons school said... We requested, they didn't say it, but depending on the size of the class you might be able to go in one more day. You can only go one day a week now. And I was able to get him in two days. And the fit that I got, screaming at me for five days until that day came, it was horrible. About how [inaudible 00:33:53] the worst, making him go in for two days instead of just one, so I can only imagine what's going to happen next year.",anxious
gaming_group,1,1,4,Do any of you think that you'll have challenges with your children returning to school full-time?,2,"I'm sorry. My sons, they actually go to school five days out of the week. Initially we were blended and I had the same issues, the same issues with just constantly on YouTube, and constantly playing Roblox. When they were supposed to do their work I would go in and I would see them clicking out of the YouTube window. We received two laptops from the DOE as well, but before it was kind of limited because we had a desktop and we had a laptop. So before they had to take turns going on the computer if they were allowed to. They went on the computer but it was mainly on the weekends because they did play Roblox but not as often.",anxious
gaming_group,1,1,4,Do any of you think that you'll have challenges with your children returning to school full-time?,2,"But after everything shut down I didn't have much entertainment to do besides television or talking with your friends or Roblox or Discord or whatever. Yeah, it just consumed a lot of their time. My daughter, who is three, I couldn't send her to the babysitter anymore, so she was home with me while I was working from home so I would have to force her to look at YouTube too, or watch the television. So I kind of really felt bad because I had to do that so I try to always turn on something educational, like Sesame Street. But then she started telling me what she wanted to watch after a while, Nick Jr. or Netflix, so that became a problem.",disgust
gaming_group,1,1,4,Do any of you think that you'll have challenges with your children returning to school full-time?,5,"For me, the months that I tried to work from home with my three kids was nearly impossible, like I'm sure many other people. So out of desperation, in September we decided to put my middle schooler in a private school, so he has been going five days a week with some interruptions when they close school, but there hasn't been that many. Today, I guess I got word from the elementary school that they're moving to a five day week model, I guess in two weeks. But my son has been going for two days a week since October with the school closings and stuff. But he is happy to go. He's looking forward to go. And my high schooler has also been going blended, it's interesting because sometimes...",joy
gaming_group,1,1,4,Do any of you think that you'll have challenges with your children returning to school full-time?,4,"My son has been on a 2-3 day week model since January. Before that it was 1-2 days a week I think. But between all the quarantines and the school closures because of those two case rules that they had we were in quarantine all the time until... Hopefully going forward it will be better, but we were in school barely, mostly all remote because of all that. But we've gone a few times for sure. My son, he's on the spectrum so he has all these social/emotional issues that usually prevent him from being able to get along with children. All prior to the school year... We did start a new school this year, so in September we went to a new school that we've attended this year, which was a group of 7-8 kids, when he was in person because of the cohorts. So maybe that has to do with an overall positive experience for him on the days that he did go in person, compared to the prior years when he was one of 32 with all these issues that he had that we didn't even address until this year.",serenity
gaming_group,1,1,4,Do any of you think that you'll have challenges with your children returning to school full-time?,4,"And as a matter fact we just actually got placed in the NES program so hopefully next year he will... Even though it was a difficult decision to make because we just started a new school this year, new school next year, but I understand it would benefit him and sort of tailored to the exact issues that he has. But in terms of him going back in person, it has been an overall positive experience, he is not protesting or anything. He was able to even make some friends even though they're social distancing with masks on and everything. So I was surprised and happy about that.",joy
gaming_group,1,1,4,Do any of you think that you'll have challenges with your children returning to school full-time?,4,"Exactly. So I think this is actually one of the silver linings for me with the pandemic, is kids that have issues, sort of like some of our children, when there's a big class size and one teacher and all that, they may not have a good experience I may not want to go back there. But so far, in our case, I think due to the smaller class size, due to having a little more, I guess, personal attention from the teacher who is able to expand herself for the seven kids, it was overall good. It was actually better than the years before.",serenity
gaming_group,1,1,5,"Any positive parts you would like to see continue, or are there parts that you're really hoping would end as we go back?",3,"The Google Classrooms, since my daughter has very little executive functioning, she has social anxiety and ADHD, just being able to use the chat function since she'll never raise her hand and she'll never ask for help. Using Google Classroom to directly reach out to the teacher and use the chat function has been fantastic. And then when she goes in blended she has more direct contact with the teacher. She goes in twice or three times a week with her cohort. So I like the Google Classroom set up for her as a sixth grader. Also, the smaller cohorts have been great. It's going to be, just to answer the other question, odd when it goes back to 32 kids. But I love that she can send a quick message, she gets a quick response back, and so that communication has really helped her a lot as an introvert and having those issues.",joy
gaming_group,1,1,5,"Any positive parts you would like to see continue, or are there parts that you're really hoping would end as we go back?",4,"Yeah, same thing with Google Classroom. It's probably recent, in the past month or two maybe, that we get a daily update at the end of the day for my middle schooler. I at least see what he's doing, which is probably more than what I ever got from him or the school, definitely from the school, before. So, that's nice to at least get a daily rundown of... It might only be a sentence or two each, but it's at least Something. So, that's nice. And I also like that they do get immediate responses basically from teachers if they have questions on homework or questions... Whatever it might be, but everyone is pretty receptive to responding in a quick time period.",serenity
gaming_group,1,1,5,"Any positive parts you would like to see continue, or are there parts that you're really hoping would end as we go back?",1,"So my son, Google Classroom, it was not a good experience because he would not put his camera on, he would just hide behind his camera. He would not participate. He did not reach out in the G chat message or whatever. So that part has not been working out for us very well. However, someone had an idea that I overheard, and so I found a tutor, just another teacher from another school who does tutoring. And so the ability to have tutoring at your fingertips without having to commute or travel, or go and wait and sit there in the car has been... And not just that, but the ability to one on one connects like this.",serenity
gaming_group,1,1,5,"Any positive parts you would like to see continue, or are there parts that you're really hoping would end as we go back?",2,"I mean, now that they're going to school five days a week they don't need to use that. I think only the children who are remote use it, but I didn't really like it, it wasn't intuitive and I wasn't able to view the assignments, both of their assignments to make sure that they did it. And then some things they were able to do online, but somethings they had to print out, so it was kind of all over the place. So yeah, the only thing I would appreciate that they continue doing is using it as a way to communicate with the parents, that's all.",anxious
gaming_group,1,1,6,"I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits?",4,"My daughter never did gaming before. I mean, years ago she did Minecraft, but not anything recently. She does other stuff online and is on there a lot, but as far as gaming, no. My son, the only positive thing I guess about it is we don't fight about it as much. I used to have to... It's not necessarily positive, it's kind of contradictory, but I don't even tell him to get off anymore. It used to be a fight because I used to have to tell him to get off, now we don't... So the fighting has actually gone down. The flip side of that is he's just on so much more. The language has got worse on the game and I'm constantly having to stop it. But he also has gotten a little closer with some of his friends that he can't see anymore because they're online talking. And the moms and I will say, ""Did you hear they did this,"" if there's a problem. I mean, he's definitely playing more, but he played a lot beforehand too, not like this.",disgust
gaming_group,1,1,6,"I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits?",4,"It was at the beginning. At the beginning of all of this, it was. Then after I realized that there's nothing else for him to do... I mean, at one point he had a broken ankle so he couldn't even play his sports, even take a walk. Then I'm like, what am I going to... Unless I'm prepared to sit there and entertain him or teach him myself, which I can't when I'm working, I have no choice.",serenity
gaming_group,1,1,6,"I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits?",1,"As I mentioned, we did not play a lot, certainly some of these video that involve multiplayer or whatever, when they have to chat with each other and they can do it together. We didn't have any exposure to that. I can't again, he was seven years old, he's eight now, so maybe it was just a little early. But this year it just blossomed, if it's the right word, he's playing a lot. I think some of it, again, may be my fault because it's a good babysitter. If you're trying to get through your work, we all have jobs, demanding jobs, it's easier to... instead of just standing there trying to control his gaming, you're just, ""Okay, he's busy and I'm going to get my work done."" So I think it lasted for a while and I think I just kind of gave into that convenience. Just because it truly... I also had to get my job done. Do you know?",serenity
gaming_group,1,1,6,"I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits?",1,"So I think I gave into that and I just kind of let it go until I realized it's 12:00 and just out of control, so I decided to regain some control successfully. I was able to separate his computer from gaming computer. So that works out, so far so good. I limited it, so he plays a little bit less. But in terms of positive, I also would echo what Parent 4 said, that he was able to connect a little bit more with his friends. And again, as I mentioned, he does have issues with social life, he has trouble making friends and doesn't use appropriate language with friends so sometimes they don't want to be friends with him, those type of things. While they play all these video games and they're pursuing the same goal, whatever that goal is in a game, and he was able to connect with them and speak to them, something we may not even have had, had we not been sitting at home without being able to [inaudible 00:53:56].",serenity
gaming_group,1,1,6,"I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits?",2,"Well, for me the gaming, I was able to control it a little more before the pandemic, but now I noticed that it's starting getting out of control. Once I noticed that they were sneaking to go on Roblox and YouTube instead of doing their work. And then once I seen that it was... I would say it was just affecting their attention and they weren't focused so when I would punish them and say, ""Well, now you can't go on Roblox,"" they would get really upset, they would cry. It was like it was the end of the world for them. I think at one point I changed their password so they can't logon unless I log on for them.",anxious
gaming_group,1,1,6,"I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits?",5,"I can say that initially with my high schooler I felt like he got almost depressed. He was a very good academic student, he had some social issues but academically he was doing very well, a 90-something average. And he started failing all his classes. He wasn't attending, he wasn't going, he was in bed all day. I would talk to him and I was the one that said, ""Well, why don't you try maybe connecting with your friends?"" Because he didn't have social media so I was like, ""Why don't you try connecting with your friends? Maybe play a game with them or send them a message and see how they're doing."" That helped, to connect, but then the connection is all now on this...",anxious
gaming_group,1,1,6,"I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits?",5,"I don't even know, he plays Minecraft I think. Then it was like two hours, and four hours, and six hours, and eight hours, and 10 hours, and 12 hours, 14 hours, or 16 hours. It was crazy. And so much so, I took the boys to Florida, we drove to Florida over the summer to see my brother and even at my brother's house, his cousins were here there and he had the pool and stuff like that and he would spend 10 hours, 12 hours, 14 hours a day stuck in a room. And he would get upset if I would say, ""No, we're going to go out. We're going to take a walk. Or let's go swimming."" It just became... And still it's very hard to get a handle on it at 17. It's very, very hard, I feel, to get a handle on it. I'm like, ""You need to go to bed."" Even last night, it was 1:00 in the morning and I go, ""You're going to go to school tomorrow, you should go to bed.""",disgust
gaming_group,1,1,6,"I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits?",5,"And it's like, am I going to rip his laptop out of his room and we're going to fight? I don't want to do that, I tried to do that a couple of times and it just wasn't worth it to me. I just say to him, ""Look, you are becoming a young adult. You're going to have to make decisions for yourself. This isn't life, you can't game for 16 hours a day."" So with my younger ones it also feels out of control, but it feels the most out of control with my 17-year-old because he's like six feet tall, he has–",anxious
social_group,4,2,1,For the first part of the conversation I want to just think a little bit about how technology has impacted your children's education. Focusing on the educational aspect. If someone could share how was technology used for education before the pandemic. Did you find it to be helpful? Did you have concerns? Then how did that change once the pandemic hit? How was technology used? Did you find it to be helpful? Did you have concerns? Who wants to start us off?,2,"I'm just saying... I'm specifying one of my two children, because they couldn't be more different when it comes to this. 
	For her, even textbooks being online is not a good thing. We still requested paper textbooks for her, because anytime she's on a screen it's never really been positive. Smartboards, and things like that at school aside, because obviously those are technology and I think they're positive. She literally... 
	Our school went to complete Zoom, like most did... although we went faster than I know some districts did. On Friday school was closed and on Monday school was on Zoom. They the whole time had run it the full day, just exactly like it would be in school, which I know increases the Zoom fatigue, but for her... She shut down. She stopped doing any work. She stopped doing anything. She would sign in to her Zooms, but it was like she wasn't even there. She would have other screens open and other devices open. She'd be on Buzzfeed or something else. She would show up to extracurriculars that were on Zoom, but she'd do the same thing. She was not present. She wasn't present in our family. She wasn't present in anything. She just completely shut down",anxious
social_group,4,2,1,For the first part of the conversation I want to just think a little bit about how technology has impacted your children's education. Focusing on the educational aspect. If someone could share how was technology used for education before the pandemic. Did you find it to be helpful? Did you have concerns? Then how did that change once the pandemic hit? How was technology used? Did you find it to be helpful? Did you have concerns? Who wants to start us off?,2,"I think that she was scared. I think that she does not like not having that human, true, eye-to-eye contact. She really needs that. She needs people to bring her back, focused, and pay attention to her in a real way that you can't get on Zoom. And I think there are too many distractions. There are too many other tabs that are really, really, enticing.",anxious
social_group,4,2,1,For the first part of the conversation I want to just think a little bit about how technology has impacted your children's education. Focusing on the educational aspect. If someone could share how was technology used for education before the pandemic. Did you find it to be helpful? Did you have concerns? Then how did that change once the pandemic hit? How was technology used? Did you find it to be helpful? Did you have concerns? Who wants to start us off?,3,"I think before Covid, my son learned how to use technology to support him in his work, to fill in the gaps of knowledge. I put... all my answers, I put both positive and negative. That was before Covid. Technology overall allows him to be exposed to things before they're mature enough to handle, anyways. That's a negative. Everything I see has positives and negatives. 
	Once Covid started... He has ADHD, so being in the classroom with the other kids was an automatic distraction. The teachers were always, ""He can't pay attention. He can't sit still."" It was always something. 
	Learning at home, I was able to... That first semester, last spring, I was able to sit right next to him. Oh, okay. We're going to work. I'm the power, you know? I was able to show him better habits of learning and work, which he was more independent this past fall. He did better with the computer. I think being out of the classroom and at home cut some of the distractions. He was able to focus a bit better to see exactly what was impeding his progress in the classroom, and what wasn't. That was a positive. 
	I think the entertainment systems, like the Xbox and... The Xbox was just entertainment, because you can't go outside. It was a form of entertainment for him. On a positive note, the phone gave him access to his friends so he didn't feel as isolated. [crosstalk 00:17:22] Those were the positive aspects of [crosstalk 00:17:24]. He's a social kid",serenity
social_group,4,2,1,For the first part of the conversation I want to just think a little bit about how technology has impacted your children's education. Focusing on the educational aspect. If someone could share how was technology used for education before the pandemic. Did you find it to be helpful? Did you have concerns? Then how did that change once the pandemic hit? How was technology used? Did you find it to be helpful? Did you have concerns? Who wants to start us off?,4,"Who is 20. He's at community college. Right before Covid started he was doing... it would have been his second semester of his freshman year. He started having bad anxiety, he sometimes gets... in front of people he gets a lot of anxiety... around new situations... He didn't want to finish school. He wanted to take a semester break. He had a thing about being in front of people he didn't know, and not knowing what he was capable of. So he took a break. 
	Then in the fall, when it switched to... the only choice was remote, or online learning, he's like, ""Okay, I'll give it a shot."" He actually was very successful. He did really well. The teachers were... He also only took three classes instead of four or five, to make it easier. The teachers were accommodating, and he was able to go at his own pace. It was better because he didn't even have to... they don't have to show their faces on Zoom. He got a good, positive, outcome. He actually went back again this spring, and he's doing really well. That's where I think, in his case, it was positive to have class online. 
	I would completely disagree for my other two kids in high school. Absolutely not. They take advantage of being at home and having their devices. But anyway... The positive for Parent 4, Child 1 was that he could actually go back to school and not have to feel intimidated or anxious around other people. 
	The other positive for him is, in between this, he also got a job through DoorDash, and now Uber Eats, where he is driving part time. Again, doesn't have to really socialize with too much people. A lot of people just have the drop off deliveries. Enough where he's feeling more comfortable when he grabs the food, or says thank you. It's helped him a lot, and the technology is how he takes the orders. It's all through the phone. He has to correspond through the phone, and if he has difficulties he has to go through their help desk online. It's really helped him become very independent, and very self-sufficient. He's grown tremendously in terms of his self esteem, just doing these two things and having the ability to do that just in the last six months. I guess that's the biggest positive I can say that came out of this. Among other things",joy
social_group,4,2,1,For the first part of the conversation I want to just think a little bit about how technology has impacted your children's education. Focusing on the educational aspect. If someone could share how was technology used for education before the pandemic. Did you find it to be helpful? Did you have concerns? Then how did that change once the pandemic hit? How was technology used? Did you find it to be helpful? Did you have concerns? Who wants to start us off?,1,"Then another negative is not getting his steps in, and he's husky. Another thing is not socializing. Not making new friends. When he was in the 5th grade, 6th grade, 7th grade, 8th grade, he had so many friends. I would hear him on the phone... or he would be like, ""Mom, I'm going to go out to eat with my friends from school."" Now that's gone. It bothers me, because now he'd on his PlayStation all the time. All the time. Now you hear him... he's talked to his friends only virtually, never physically, which I believe is important. 
	That's pretty much it. It's hard to get him out of the house too, on a regular day basis. I try to take him to the gym, or take him outside to get some sun. His vitamin D is very low. It just scares me sometimes. I don't know. It's hard to also make him take a vitamin D pill. Those are my concerns. His health, socializing... I don't want him to have anxiety when he's back in the public and everybody's back in school. The rush... the rat race, the trains, the bus. He takes the bus, by himself, to school. That's pretty much it. 
	But I like it. I like it because he has a chance to pass his classes, and I can see everything that's happening because it's right there on the computer",anxious
social_group,4,2,2,"Now, my next question is as we do start to return more in person and as people are starting to go back to school... What concerns do you have? What challenges do you anticipate your children facing as they go back to school for in person instruction? ",1,"Yes I can say it, because I already have it in my head and I [crosstalk 00:25:38] anxiety of meeting new kids, his new classmates, and the anxiety of making new friends, if they're going to like him. Things that all of us go through as humans, but he's 16. I don't want him to be peer pressured something to just fit in a group. I want it to happen organically, but it hasn't... It's just hard",anxious
social_group,4,2,2,"Now, my next question is as we do start to return more in person and as people are starting to go back to school... What concerns do you have? What challenges do you anticipate your children facing as they go back to school for in person instruction? ",3,"I think with my son, he's asking... Right now he's in a smaller school, but he's asking when he goes back, can he go to one of the big, huge, schools on Staten Island? I'm worried that if we do put him in a larger school that he'll lose some of the gains that he's made as far as his academics are concerned. 
	A counter to that, I can see the maturity that he has... I can see his growth over this last year, so I wonder how he's going to handle big school, small school, whatever it is",anxious
social_group,4,2,2,"Now, my next question is as we do start to return more in person and as people are starting to go back to school... What concerns do you have? What challenges do you anticipate your children facing as they go back to school for in person instruction? ",4,"Yeah. Again, the younger one I'm not concerned about. He needs to be in school. 
	The older one that I was talking about that has the anxiety... They all have different forms, but the one who is worried about going back to school in the fall and not even sure if he wants to go back. I don't think it's because of the programming. I think it's because of the social component. He went to a smaller out-of-district private school. He knew everybody there. He felt popular. He felt comfortable being around people. Put him in a bigger environment... he's very nervous about that. 
	I've been trying to reassure him that now that he's selected his major, and he only has major courses left, it's going to be the same people he knows. He's starting to see that. They did have to go in yesterday, and they had to go in a couple weeks ago... It's a photography major. He even came home and felt comfortable because he had met some of the people in person. He's like, ""These people, some of them have all four classes with me this semester."" He's finding that some of them are probably going to take the same classes in the fall because they're only offered in the fall... certain ones.
	I'm hoping I can coax/urge him, encourage him to go, but I do see he keeps putting it off. He's like, ""I don't know. I'm not really sure. I haven't decided what I want to do yet."" He's 20. You want to have him make his own choices as an adult, but yet he's an immature 20 year old, an inexperienced 20 year old. I almost feel like I have to push him in the direction... not that I want him to go, necessarily... but where I think he's capable of going but he doesn't quite see that yet. That's the challenges that I have",anxious
social_group,4,2,2,"Now, my next question is as we do start to return more in person and as people are starting to go back to school... What concerns do you have? What challenges do you anticipate your children facing as they go back to school for in person instruction? ",5,"Okay. I have three children. One of them just turned two in March. He's not going remote learning, but he does use his technology. He already has a tablet. He already knows how to work everybody's phone. FaceTime. All of that. With him alone we used to get up, ""Let's watch channel 13, Sesame Street,"" educational programs, stuff like that. He's like, ""No."" He needs his tablet to do his homework, is what he tells us. He needs his tablet to do his homework. What he's doing is mimicking everybody else, because he sees everybody else with a device, and doing something on the device. 
	My daughter, she's 10. She goes to [Success Academy 00:33:15], but she's been doing remote learning the longest. Success Academy were one of the first charters to go remote, even before the Mayor and everybody else was going to do the remote thing. They stopped the kids from coming in. They already had them going remote. My daughter's 10 and she's being doing remote learning for about a year and a half now. 
	I feel like it's counter productive, because I have to obsessively stay on her back. Where they give the kids a itinerary that they want... like when you go to college, you get your course itinerary. You got to go on. You got to be responsible for doing your assignments and turning them in on time. Stuff like that. That's how they're running the program. I feel like for self starters... for kids who are on the ball and you can give them directions and they can go follow them without anything... it's good for those types of kids. If your kid guides off for five minutes or gets side tracked, it's counter productive because you got to stay on they back. I have to know exactly what you supposed to be doing so I can know if you're not doing it properly. Stuff like that.
	You got these kids staring at a screen all day. They're doing Zoom in class, but they not staying attentive",anxious
social_group,4,2,2,"Now, my next question is as we do start to return more in person and as people are starting to go back to school... What concerns do you have? What challenges do you anticipate your children facing as they go back to school for in person instruction? ",5,Yeah. For a while she'll be doing whatever they're doing. I feel like adults do this too. You guiding off. Now you're looking at YouTube. You're checking your Facebook. You're looking at Instagram. You're supposed to be doing math,anxious
social_group,4,2,2,"Now, my next question is as we do start to return more in person and as people are starting to go back to school... What concerns do you have? What challenges do you anticipate your children facing as they go back to school for in person instruction? ",6,"My kids were on Zoom full time like everybody else last year from March until June. That was definitely a huge adjustment. They definitely weren't able to attend as well as far as school. Their screen usage rally picked up. It was because now they had a screen. My kids, before then, didn't have access to screens in such a capacity. I don't have that many screens in my house. I only have one TV. Only two of my kids have phones. 
	There wasn't this intense access and awareness of what they could be doing on a screen until Zoom started. Zoom was incredibly difficult for all of them to keep up, to study, to learn, to know. They didn't know what was flying. Like the mother that just spoke said, I had to be on top of everybody's Zoom. It's six kids. It was impossible for me to remote work when I was supposed to be working. 
	This year my kids are all in school. They go to private school. They're all in school. Save for a few quarantines that they had to go through, the school did go on Zoom for a short while. The goal waS to get the kids back in the classroom. The screen situation didn't really get much better. They feel more comfortable communicating on a screen, now, with their friends. They need to FaceTime. They need to Zoom. They actually Zoom in groups with their friends now. If they study they can't study on their own. [crosstalk 00:38:12] ROBLOX.
	My 11 year old is definitely by far the hardest of all of them. She went from being on a computer and being a watcher to becoming... ROBLOX is the thing that she wants to do all the time. She'll grab my phone and say, ""I want to text my friends"", but inevitably she ends up doing a gaming. I hate it. Then she says she's gaming with her friends. She'll game and then FaceTime at the same time. No one else plays ROBLOX but her. I don't allow her to direct message anybody or accept anybody's messages on ROBLOX. That became a huge... it's a battle. There's no saving from that. I don't allow social media for my kids. It just... everyday.
	There came a point a few weeks ago I actually removed all the computers from my house, because they don't need to be on Zoom. They're not on Zoom... My 11 year old has to deal with it. I don't like... I literally took... We had three laptops, I sent them to my husband's office. I said keep them there. I told him he's not allowed to bring home his laptop unless we really have to do work.
	It did help, but... We're ultimate technologically connected we",disgust
social_group,4,2,3,Thinking about your children's social media use before the pandemic and what that looked like. Was it something you saw as beneficial? Did you have concerns? How did that shift as it comes to... the pandemic hit? What concerns you have? What benefits have you seen from your children's social media use?,3,"He's not... Before Covid, and now, he's not so much prone to pick up the computer to do anything, make any transactions, scroll, or anything like that, but the phone... When we gave him the phone, our cell phone carrier has an app that we have on our phones so that we can control what he can access. We still have that in place. It has a bedtime on it when you can't access the internet. You can shut down sites one by one where he can't access. We've still had to do that. 
	The good thing about social media is that during Covid he could still have access to his friends... that he could talk to and still share life with. I found it to be a positive for him",serenity
